ensembl,gene_name,mouse_uniprot,mouse_ensembl,name
ENSG00000145808,ADAMTS19,P59509,ENSMUSG00000053441,Q8TE59
ENSG00000080854,IGSF9B,E9PZ19,ENSMUSG00000034275,Q9UPX0
ENSG00000020181,ADGRA2,Q91ZV8,ENSMUSG00000031486,Q96PE1
ENSG00000167613,LAIR1,,,Q6GTX8
ENSG00000274110,LAIR1,,,Q6GTX8
ENSG00000276053,LAIR1,,,Q6GTX8
ENSG00000276163,LAIR1,,,Q6GTX8
ENSG00000278154,LAIR1,,,Q6GTX8
ENSG00000151025,GPR158,Q8C419,ENSMUSG00000045967,Q5T848
ENSG00000167755,KLK6,,ENSMUSG00000050063,Q92876
ENSG00000198420,TCAF1,Q8BNE1,ENSMUSG00000036667,Q9Y4C2
ENSG00000213927,CCL27,Q9Z1X0,ENSMUSG00000073877,Q9Y4X3
ENSG00000213927,CCL27,,ENSMUSG00000073888,Q9Y4X3
ENSG00000213927,CCL27,Q9Z1X0,ENSMUSG00000093828,Q9Y4X3
ENSG00000213927,CCL27,Q9Z1X0,ENSMUSG00000095247,Q9Y4X3
ENSG00000213927,CCL27,Q9Z1X0,ENSMUSG00000096826,Q9Y4X3
ENSG00000182752,PAPPA,Q8R4K8,ENSMUSG00000028370,Q13219
ENSG00000169379,ARL13B,Q640N2,ENSMUSG00000022911,Q3SXY8
ENSG00000277336,CCL3L3,,,P16619
ENSG00000277768,CCL3L3,,,P16619
ENSG00000277796,CCL3L1,,,P16619
ENSG00000276085,CCL3L3,P10855,ENSMUSG00000000982,P16619
ENSG00000154529,CNTNAP3B,,ENSMUSG00000033063,Q96NU0
ENSG00000185737,NRG3,O35181,ENSMUSG00000041014,P56975
ENSG00000185737,NRG3,O35181,ENSMUSG00000041014,P56975
ENSG00000136052,SLC41A2,Q8BYR8,ENSMUSG00000034591,Q96JW4
ENSG00000171209,CSN3,P06796,ENSMUSG00000001622,P07498
ENSG00000150275,PCDH15,Q99PJ1,ENSMUSG00000052613,Q96QU1
ENSG00000150275,PCDH15,Q99PJ1,ENSMUSG00000052613,Q96QU1
ENSG00000119457,SLC46A2,Q8CA03,ENSMUSG00000028386,Q9BY10
ENSG00000162545,CAMK2N1,Q6QWF9,ENSMUSG00000046447,Q7Z7J9
ENSG00000146674,IGFBP3,P47878,ENSMUSG00000020427,P17936
ENSG00000249139,EPPIN-WFDC6,,,O95925
ENSG00000101448,EPPIN,Q9DA01,ENSMUSG00000017733,O95925
ENSG00000170624,SGCD,P82347,ENSMUSG00000020354,Q92629
ENSG00000013588,GPRC5A,,ENSMUSG00000046733,Q8NFJ5
ENSG00000188580,NKAIN2,Q4PNJ2,ENSMUSG00000069670,Q5VXU1
ENSG00000167968,DNASE1L2,Q9D1G0,ENSMUSG00000024136,Q92874
ENSG00000136011,STAB2,Q8R4U0,ENSMUSG00000035459,Q8WWQ8
ENSG00000129437,KLK14,Q8CGR5,ENSMUSG00000044737,Q9P0G3
ENSG00000234876,NOTCH4,,,Q99466
ENSG00000223355,NOTCH4,,,Q99466
ENSG00000238196,NOTCH4,,,Q99466
ENSG00000204301,NOTCH4,,ENSMUSG00000015468,Q99466
ENSG00000141540,TTYH2,Q3TH73,ENSMUSG00000034714,Q9BSA4
ENSG00000124466,LYPD3,Q91YK8,ENSMUSG00000057454,O95274
ENSG00000165125,TRPV6,,ENSMUSG00000029868,Q9H1D0
ENSG00000125363,AMELX,P63277,ENSMUSG00000031354,Q99217
ENSG00000138675,FGF5,P15656,ENSMUSG00000029337,P12034
ENSG00000122585,NPY,P57774,ENSMUSG00000029819,P01303
ENSG00000101974,ATP11C,Q9QZW0,ENSMUSG00000062949,Q8NB49
ENSG00000277335,LAIR2,,,Q6ISS4
ENSG00000167618,LAIR2,,,Q6ISS4
ENSG00000274084,LAIR2,,,Q6ISS4
ENSG00000239697,TNFSF12,O54907,ENSMUSG00000097328,O43508
ENSG00000239697,TNFSF12,O54907,ENSMUSG00000097328,O43508
ENSG00000257335,MGAM,,ENSMUSG00000068587,O43451
ENSG00000101443,WFDC2,Q9DAU7,ENSMUSG00000017723,Q14508
ENSG00000142089,IFITM3,Q9D103,ENSMUSG00000025491,Q01628
ENSG00000142089,IFITM3,Q9CQW9,ENSMUSG00000025492,Q01628
ENSG00000142089,IFITM3,Q99J93,ENSMUSG00000060591,Q01628
ENSG00000142089,IFITM3,,ENSMUSG00000065968,Q01628
ENSG00000142089,IFITM3,,ENSMUSG00000068631,Q01628
ENSG00000240583,AQP1,Q02013,ENSMUSG00000004655,P29972
ENSG00000274185,LILRA4,,,P59901
ENSG00000239961,LILRA4,,,P59901
ENSG00000277092,LILRA4,,,P59901
ENSG00000276798,LILRA4,,,P59901
ENSG00000157873,TNFRSF14,,,Q92956
ENSG00000273936,TNFRSF14,,,Q92956
ENSG00000277398,LILRA1,,,O75019
ENSG00000275525,LILRA1,,,O75019
ENSG00000104974,LILRA1,,,O75019
ENSG00000274935,LILRA1,,,O75019
ENSG00000180305,WFDC10A,,ENSMUSG00000070529,Q9H1F0
ENSG00000143126,CELSR2,,ENSMUSG00000068740,Q9HCU4
ENSG00000166090,IL25,,ENSMUSG00000040770,Q9H293
ENSG00000103126,AXIN1,,ENSMUSG00000024182,O15169
ENSG00000159167,STC1,O55183,ENSMUSG00000014813,P52823
ENSG00000138271,GPR87,Q99MT7,ENSMUSG00000051431,Q9BY21
ENSG00000138755,CXCL9,P18340,ENSMUSG00000029417,Q07325
ENSG00000163453,IGFBP7,,ENSMUSG00000036256,Q16270
ENSG00000183668,PSG9,Q925P2,ENSMUSG00000054385,Q00887
ENSG00000183668,PSG9,P31809,ENSMUSG00000074272,Q00887
ENSG00000124467,PSG8,Q925P2,ENSMUSG00000054385,Q9UQ74
ENSG00000124467,PSG8,P31809,ENSMUSG00000074272,Q9UQ74
ENSG00000093072,CECR1,,,Q9NZK5
ENSG00000227357,HLA-DRB4,,,P13762
ENSG00000133105,RXFP2,Q91ZZ5,ENSMUSG00000053368,Q8WXD0
ENSG00000274473,SCT,,,P09683
ENSG00000070031,SCT,Q08535,ENSMUSG00000038580,P09683
ENSG00000171189,GRIK1,,ENSMUSG00000022935,P39086
ENSG00000146006,LRRTM2,Q8BGA3,ENSMUSG00000071862,O43300
ENSG00000113739,STC2,O88452,ENSMUSG00000020303,O76061
ENSG00000187266,EPOR,P14753,ENSMUSG00000006235,P19235
ENSG00000135413,LACRT,,,Q9GZZ8
ENSG00000187266,EPOR,P14753,ENSMUSG00000006235,P19235
ENSG00000169427,KCNK9,Q3LS21,ENSMUSG00000036760,Q9NPC2
ENSG00000163288,GABRB1,P50571,ENSMUSG00000029212,P18505
ENSG00000101938,CHRDL1,Q920C1,ENSMUSG00000031283,Q9BU40
ENSG00000085514,PILRA,Q2YFS3,ENSMUSG00000046245,Q9UKJ1
ENSG00000085514,PILRA,Q2YFS1,ENSMUSG00000066682,Q9UKJ1
ENSG00000085514,PILRA,Q2YFS2,ENSMUSG00000066684,Q9UKJ1
ENSG00000085514,PILRA,Q2YFS3,ENSMUSG00000046245,Q9UKJ1
ENSG00000085514,PILRA,Q2YFS1,ENSMUSG00000066682,Q9UKJ1
ENSG00000085514,PILRA,Q2YFS2,ENSMUSG00000066684,Q9UKJ1
ENSG00000135046,ANXA1,P10107,ENSMUSG00000024659,P04083
ENSG00000145416,Mar-01,Q6NZQ8,ENSMUSG00000036469,Q8TCQ1
ENSG00000112299,VNN1,Q9Z0K8,ENSMUSG00000037440,O95497
ENSG00000140463,BBS4,Q8C1Z7,ENSMUSG00000025235,Q96RK4
ENSG00000196711,FAM150A,,ENSMUSG00000087247,Q6UXT8
ENSG00000226165,HLA-DQB2,,,P05538
ENSG00000196610,HLA-DQB2,,,P05538
ENSG00000224305,HLA-DQB2,,,P05538
ENSG00000229493,HLA-DQB2,,,P05538
ENSG00000228813,HLA-DQB2,,,P05538
ENSG00000230675,HLA-DQB2,,,P05538
ENSG00000228254,HLA-DQB2,,,P05538
ENSG00000232629,HLA-DQB2,P14483,ENSMUSG00000073421,P05538
ENSG00000104783,KCNN4,O89109,ENSMUSG00000054342,O15554
ENSG00000254221,PCDHGB1,,ENSMUSG00000103037,Q9Y5G3
ENSG00000181562,EDDM3A,,ENSMUSG00000072575,Q14507
ENSG00000163295,ALPI,P24823,ENSMUSG00000026246,P09923
ENSG00000163295,ALPI,,ENSMUSG00000036500,P09923
ENSG00000163295,ALPI,,ENSMUSG00000079440,P09923
ENSG00000156642,NPTN,P97300,ENSMUSG00000032336,Q9Y639
ENSG00000078808,SDF4,Q61112,ENSMUSG00000029076,Q9BRK5
ENSG00000104267,CA2,P00920,ENSMUSG00000027562,P00918
ENSG00000157764,BRAF,P28028,ENSMUSG00000002413,P15056
ENSG00000164411,GJB7,,,Q6PEY0
ENSG00000172215,CXCR6,Q9EQ16,ENSMUSG00000048521,O00574
ENSG00000204538,PSORS1C2,,,Q9UIG4
ENSG00000234605,PSORS1C2,,,Q9UIG4
ENSG00000206459,PSORS1C2,,,Q9UIG4
ENSG00000232127,PSORS1C2,,,Q9UIG4
ENSG00000224544,PSORS1C2,,,Q9UIG4
ENSG00000227246,PSORS1C2,,,Q9UIG4
ENSG00000004948,CALCR,Q60755,ENSMUSG00000023964,P30988
ENSG00000221826,PSG3,Q925P2,ENSMUSG00000054385,Q16557
ENSG00000221826,PSG3,P31809,ENSMUSG00000074272,Q16557
ENSG00000240505,TNFRSF13B,Q9ET35,ENSMUSG00000010142,O14836
ENSG00000163519,TRAT1,,ENSMUSG00000030775,Q6PIZ9
ENSG00000171502,COL24A1,Q30D77,ENSMUSG00000028197,Q17RW2
ENSG00000102158,MAGT1,,ENSMUSG00000031232,Q9H0U3
ENSG00000146197,SCUBE3,Q66PY1,ENSMUSG00000038677,Q8IX30
ENSG00000197635,DPP4,P28843,ENSMUSG00000035000,P27487
ENSG00000197635,DPP4,P28843,ENSMUSG00000035000,P27487
ENSG00000163975,MELTF,Q9R0R1,ENSMUSG00000022780,P08582
ENSG00000157368,IL34,Q8R1R4,ENSMUSG00000031750,Q6ZMJ4
ENSG00000105374,NKG7,,ENSMUSG00000004612,Q16617
ENSG00000196136,SERPINA3,,ENSMUSG00000021091,P01011
ENSG00000196136,SERPINA3,,ENSMUSG00000041481,P01011
ENSG00000196136,SERPINA3,Q6P4P1,ENSMUSG00000041536,P01011
ENSG00000196136,SERPINA3,,ENSMUSG00000058207,P01011
ENSG00000196136,SERPINA3,P29621,ENSMUSG00000066361,P01011
ENSG00000196136,SERPINA3,Q80X76,ENSMUSG00000066363,P01011
ENSG00000196136,SERPINA3,Q8BYY9,ENSMUSG00000066364,P01011
ENSG00000196136,SERPINA3,Q03734,ENSMUSG00000079012,P01011
ENSG00000196136,SERPINA3,,ENSMUSG00000079013,P01011
ENSG00000196136,SERPINA3,,ENSMUSG00000079014,P01011
ENSG00000111536,IL26,,,Q9NPH9
ENSG00000174059,CD34,Q64314,ENSMUSG00000016494,P28906
ENSG00000165799,RNASE7,,,Q9H1E1
ENSG00000168389,MFSD2A,Q9DA75,ENSMUSG00000028655,Q8NA29
ENSG00000175130,MARCKSL1,P28667,ENSMUSG00000047945,P49006
ENSG00000183873,SCN5A,Q9JJV9,ENSMUSG00000032511,Q14524
ENSG00000171201,SMR3B,,,P02814
ENSG00000093010,COMT,O88587,ENSMUSG00000000326,P21964
ENSG00000165072,MAMDC2,,ENSMUSG00000033207,Q7Z304
ENSG00000274736,CCL23,,,P55773
ENSG00000276114,CCL23,,,P55773
ENSG00000171867,PRNP,P04925,ENSMUSG00000079037,P04156
ENSG00000148180,GSN,P13020,ENSMUSG00000026879,P06396
ENSG00000197487,GALP,Q810H5,ENSMUSG00000034660,Q9UBC7
ENSG00000011677,GABRA3,P26049,ENSMUSG00000031343,P34903
ENSG00000151577,DRD3,P30728,ENSMUSG00000022705,P35462
ENSG00000160862,AZGP1,Q64726,ENSMUSG00000037053,P25311
ENSG00000160862,AZGP1,Q64726,ENSMUSG00000037053,P25311
ENSG00000104635,SLC39A14,Q75N73,ENSMUSG00000022094,Q15043
ENSG00000116996,ZP4,,,Q12836
ENSG00000116996,ZP4,,,Q12836
ENSG00000179241,LDLRAD3,A2AR95,ENSMUSG00000048058,Q86YD5
ENSG00000150672,DLG2,Q91XM9,ENSMUSG00000052572,Q15700
ENSG00000197965,MPZL1,Q3TEW6,ENSMUSG00000026566,O95297
ENSG00000164742,ADCY1,O88444,ENSMUSG00000020431,Q08828
ENSG00000103023,PRSS54,Q7M756,ENSMUSG00000048400,Q6PEW0
ENSG00000133063,CHIT1,Q9D7Q1,ENSMUSG00000026450,Q13231
ENSG00000070961,ATP2B1,G5E829,ENSMUSG00000019943,P20020
ENSG00000204525,HLA-C,,,P10321
ENSG00000113494,PRLR,Q08501,ENSMUSG00000005268,P16471
ENSG00000113494,PRLR,Q08501,ENSMUSG00000005268,P16471
ENSG00000276880,IFI27L1,,,Q96BM0
ENSG00000165948,IFI27L1,,,Q96BM0
ENSG00000125965,GDF5,P43027,ENSMUSG00000038259,P43026
ENSG00000125965,GDF5,P43027,ENSMUSG00000038259,P43026
ENSG00000136695,IL36RN,Q9QYY1,ENSMUSG00000026983,Q9UBH0
ENSG00000119185,ITGB1BP1,O35671,ENSMUSG00000062352,O14713
ENSG00000074803,SLC12A1,,ENSMUSG00000027202,Q13621
ENSG00000185803,SLC52A2,Q9D8F3,ENSMUSG00000022560,Q9HAB3
ENSG00000163069,SGCB,P82349,ENSMUSG00000029156,Q16585
ENSG00000178597,PSAPL1,,ENSMUSG00000043430,Q6NUJ1
ENSG00000108405,P2RX1,P51576,ENSMUSG00000020787,P51575
ENSG00000122584,NXPH1,Q61200,ENSMUSG00000046178,P58417
ENSG00000175084,DES,P31001,ENSMUSG00000026208,P17661
ENSG00000170075,GPR37L1,Q99JG2,ENSMUSG00000026424,O60883
ENSG00000173530,TNFRSF10D,Q9QZM4,ENSMUSG00000022074,Q9UBN6
ENSG00000129244,ATP1B2,P14231,ENSMUSG00000041329,P14415
ENSG00000170893,TRH,Q62361,ENSMUSG00000005892,P20396
ENSG00000213918,DNASE1,P49183,ENSMUSG00000005980,P24855
ENSG00000278535,DHRS11,,,Q6UWP2
ENSG00000275397,DHRS11,,,Q6UWP2
ENSG00000132681,ATP1A4,Q9WV27,ENSMUSG00000007107,Q13733
ENSG00000149575,SCN2B,Q56A07,ENSMUSG00000070304,O60939
ENSG00000177868,SVBP,Q99LQ4,ENSMUSG00000028643,Q8N300
ENSG00000113088,GZMK,O35205,ENSMUSG00000042385,P49863
ENSG00000139192,TAPBPL,Q8VD31,ENSMUSG00000038213,Q9BX59
ENSG00000182585,EPGN,Q924X1,ENSMUSG00000035020,Q6UW88
ENSG00000132932,ATP8A2,P98200,ENSMUSG00000021983,Q9NTI2
ENSG00000106483,SFRP4,Q9Z1N6,ENSMUSG00000021319,Q6FHJ7
ENSG00000100368,CSF2RB,P26955,ENSMUSG00000071713,P32927
ENSG00000100368,CSF2RB,P26954,ENSMUSG00000071714,P32927
ENSG00000276920,NKD2,,,Q969F2
ENSG00000145506,NKD2,Q8VE28,ENSMUSG00000021567,Q969F2
ENSG00000134539,KLRD1,O54707,ENSMUSG00000030165,Q13241
ENSG00000144815,NXPE3,,ENSMUSG00000075033,Q969Y0
ENSG00000183715,OPCML,,ENSMUSG00000062257,Q14982
ENSG00000159674,SPON2,Q8BMS2,ENSMUSG00000037379,Q9BUD6
ENSG00000164342,TLR3,Q99MB1,ENSMUSG00000031639,O15455
ENSG00000183484,GPR132,Q9Z282,ENSMUSG00000021298,Q9UNW8
ENSG00000163815,CLEC3B,,ENSMUSG00000025784,P05452
ENSG00000213809,KLRK1,O54709,ENSMUSG00000030149,P26718
ENSG00000144119,C1QL2,Q8CFR0,ENSMUSG00000036907,Q7Z5L3
ENSG00000169313,P2RY12,Q9CPV9,ENSMUSG00000036353,Q9H244
ENSG00000164023,SGMS2,Q9D4B1,ENSMUSG00000050931,Q8NHU3
ENSG00000214510,SPINK13,Q3UTS8,ENSMUSG00000073551,Q1W4C9
ENSG00000172016,REG3A,O09049,ENSMUSG00000030017,Q06141
ENSG00000172016,REG3A,P35230,ENSMUSG00000071356,Q06141
ENSG00000172016,REG3A,O09037,ENSMUSG00000079516,Q06141
ENSG00000172889,EGFL7,,ENSMUSG00000026921,Q9UHF1
ENSG00000136754,ABI1,Q8CBW3,ENSMUSG00000058835,Q8IZP0
ENSG00000159248,GJD2,O54851,ENSMUSG00000068615,Q9UKL4
ENSG00000145864,GABRB2,P63137,ENSMUSG00000007653,P47870
ENSG00000165194,PCDH19,Q80TF3,ENSMUSG00000051323,Q8TAB3
ENSG00000168634,WFDC13,Q5DQQ6,ENSMUSG00000067704,Q8IUB5
ENSG00000166257,SCN3B,Q8BHK2,ENSMUSG00000049281,Q9NY72
ENSG00000135919,SERPINE2,Q07235,ENSMUSG00000026249,P07093
ENSG00000123171,CCDC70,Q9D9B0,ENSMUSG00000017049,Q6NSX1
ENSG00000183542,KLRC4,,ENSMUSG00000030167,O43908
ENSG00000183542,KLRC4,,ENSMUSG00000033027,O43908
ENSG00000183542,KLRC4,,ENSMUSG00000052736,O43908
ENSG00000172458,IL17D,,ENSMUSG00000050222,Q8TAD2
ENSG00000257017,HP,Q61646,ENSMUSG00000031722,P00738
ENSG00000159899,NPR2,Q6VVW5,ENSMUSG00000028469,P20594
ENSG00000189280,GJB5,Q02739,ENSMUSG00000042357,O95377
ENSG00000149328,GLB1L2,,ENSMUSG00000036395,Q8IW92
ENSG00000179826,MRGPRX3,Q3KNA1,ENSMUSG00000050425,Q96LB0
ENSG00000179826,MRGPRX3,Q7TN51,ENSMUSG00000050870,Q96LB0
ENSG00000179826,MRGPRX3,Q91ZC1,ENSMUSG00000070546,Q96LB0
ENSG00000179826,MRGPRX3,Q3UG61,ENSMUSG00000070547,Q96LB0
ENSG00000179826,MRGPRX3,Q91ZC0,ENSMUSG00000070550,Q96LB0
ENSG00000179826,MRGPRX3,Q91ZB9,ENSMUSG00000070551,Q96LB0
ENSG00000179826,MRGPRX3,Q3UG50,ENSMUSG00000074109,Q96LB0
ENSG00000241399,CD302,Q9DCG2,ENSMUSG00000060703,Q8IX05
ENSG00000071889,FAM3A,Q9D8T0,ENSMUSG00000031399,P98173
ENSG00000090339,ICAM1,P13597,ENSMUSG00000037405,P05362
ENSG00000128011,LRFN1,Q2WF71,ENSMUSG00000030600,Q9P244
ENSG00000134028,ADAMDEC1,Q9R0X2,ENSMUSG00000022057,O15204
ENSG00000235233,MICA,,,Q29983
ENSG00000183214,MICA,,,Q29983
ENSG00000170915,PAQR8,Q80ZE5,ENSMUSG00000025931,Q8TEZ7
ENSG00000215262,KCNU1,,ENSMUSG00000031576,A8MYU2
ENSG00000142687,KIAA0319L,Q8K135,ENSMUSG00000028830,Q8IZA0
ENSG00000185339,TCN2,O88968,ENSMUSG00000020432,P20062
ENSG00000111262,KCNA1,P16388,ENSMUSG00000047976,Q09470
ENSG00000168404,MLKL,Q9D2Y4,ENSMUSG00000012519,Q8NB16
ENSG00000153563,CD8A,P01731,ENSMUSG00000053977,P01732
ENSG00000153563,CD8A,P01731,ENSMUSG00000053977,P01732
ENSG00000218336,TENM3,,ENSMUSG00000031561,Q9P273
ENSG00000175161,CADM2,Q8BLQ9,ENSMUSG00000064115,Q8N3J6
ENSG00000124935,SCGB1D2,,,O95969
ENSG00000206531,CD200R1L,Q9ES57,ENSMUSG00000022667,Q6Q8B3
ENSG00000206531,CD200R1L,Q5UKY4,ENSMUSG00000036172,Q6Q8B3
ENSG00000206531,CD200R1L,Q6XJV4,ENSMUSG00000062082,Q6Q8B3
ENSG00000206531,CD200R1L,Q6XJV6,ENSMUSG00000090176,Q6Q8B3
ENSG00000206290,COL11A2,,,P13942
ENSG00000230930,COL11A2,,,P13942
ENSG00000235708,COL11A2,,,P13942
ENSG00000204248,COL11A2,,,P13942
ENSG00000227801,COL11A2,,,P13942
ENSG00000130287,NCAN,,ENSMUSG00000002341,O14594
ENSG00000214285,NPS,P0C0P8,ENSMUSG00000073804,P0C0P6
ENSG00000162711,NLRP3,Q8R4B8,ENSMUSG00000032691,Q96P20
ENSG00000006638,TBXA2R,P30987,ENSMUSG00000034881,P21731
ENSG00000167995,BEST1,O88870,ENSMUSG00000037418,O76090
ENSG00000156076,WIF1,Q9WUA1,ENSMUSG00000020218,Q9Y5W5
ENSG00000258227,CLEC5A,Q9R007,ENSMUSG00000029915,Q9NY25
ENSG00000090581,GNPTG,,ENSMUSG00000035521,Q9UJJ9
ENSG00000158428,CATIP,B9EKE5,ENSMUSG00000073650,Q7Z7H3
ENSG00000278881,FP325331.1,,,Q6UXV3
ENSG00000149269,PAK1,,ENSMUSG00000030774,Q13153
ENSG00000157322,CLEC18A,Q7TSQ1,ENSMUSG00000033633,A5D8T8
ENSG00000074800,ENO1,P17182,ENSMUSG00000063524,P06733
ENSG00000260458,KCNJ18,,,B7U540
ENSG00000119048,UBE2B,P63147,ENSMUSG00000020390,P63146
ENSG00000129636,ITFG1,Q99KW9,ENSMUSG00000031703,Q8TB96
ENSG00000101336,HCK,P08103,ENSMUSG00000003283,P08631
ENSG00000169397,RNASE3,,ENSMUSG00000047222,P12724
ENSG00000169397,RNASE3,,ENSMUSG00000050766,P12724
ENSG00000169397,RNASE3,O35292,ENSMUSG00000059606,P12724
ENSG00000169397,RNASE3,,ENSMUSG00000062148,P12724
ENSG00000169397,RNASE3,P97425,ENSMUSG00000072596,P12724
ENSG00000169397,RNASE3,P97426,ENSMUSG00000072601,P12724
ENSG00000169397,RNASE3,,ENSMUSG00000090166,P12724
ENSG00000178031,ADAMTSL1,Q8BLI0,ENSMUSG00000066113,Q8N6G6
ENSG00000239389,PCDHA13,,ENSMUSG00000103310,Q9Y5I0
ENSG00000189001,SBSN,,ENSMUSG00000046056,Q6UWP8
ENSG00000197859,ADAMTSL2,Q7TSK7,ENSMUSG00000036040,Q86TH1
ENSG00000206452,HLA-C,,,Q95604
ENSG00000206435,HLA-C,,,Q95604
ENSG00000206452,HLA-C,,,Q07000
ENSG00000206435,HLA-C,,,Q07000
ENSG00000206452,HLA-C,,,P30505
ENSG00000206435,HLA-C,,,P30505
ENSG00000206452,HLA-C,,,Q9TNN7
ENSG00000206435,HLA-C,,,Q9TNN7
ENSG00000206452,HLA-C,,,P30504
ENSG00000206435,HLA-C,,,P30504
ENSG00000086062,B4GALT1,P15535,ENSMUSG00000028413,P15291
ENSG00000086062,B4GALT1,P15535,ENSMUSG00000028413,P15291
ENSG00000179546,HTR1D,Q61224,ENSMUSG00000070687,P28221
ENSG00000180205,WFDC9,Q3UW41,ENSMUSG00000074594,Q8NEX5
ENSG00000043591,ADRB1,P34971,ENSMUSG00000035283,P08588
ENSG00000129538,RNASE1,,ENSMUSG00000035896,P07998
ENSG00000062096,ARSF,,,P54793
ENSG00000104419,NDRG1,Q62433,ENSMUSG00000005125,Q92597
ENSG00000125650,PSPN,,ENSMUSG00000002664,O60542
ENSG00000157103,SLC6A1,P31648,ENSMUSG00000030310,P30531
ENSG00000139915,MDGA2,P60755,ENSMUSG00000034912,Q7Z553
ENSG00000145040,UCN2,Q99ML8,ENSMUSG00000049699,Q96RP3
ENSG00000163982,OTOP1,,ENSMUSG00000051596,Q7RTM1
ENSG00000144481,TRPM8,Q8R4D5,ENSMUSG00000036251,Q7Z2W7
ENSG00000160111,CPAMD8,,,Q8IZJ3
ENSG00000062716,VMP1,Q99KU0,ENSMUSG00000018171,Q96GC9
ENSG00000213420,GPC2,Q8BKV1,ENSMUSG00000029510,Q8N158
ENSG00000213420,GPC2,,ENSMUSG00000106247,Q8N158
ENSG00000213420,GPC2,Q8BKV1,ENSMUSG00000029510,Q8N158
ENSG00000213420,GPC2,,ENSMUSG00000106247,Q8N158
ENSG00000164136,IL15,P48346,ENSMUSG00000031712,P40933
ENSG00000184908,CLCNKB,Q9WUB6,ENSMUSG00000006216,P51801
ENSG00000184908,CLCNKB,Q9WUB7,ENSMUSG00000033770,P51801
ENSG00000003436,TFPI,O54819,ENSMUSG00000027082,P10646
ENSG00000179817,MRGPRX4,Q3KNA1,ENSMUSG00000050425,Q96LA9
ENSG00000179817,MRGPRX4,Q7TN51,ENSMUSG00000050870,Q96LA9
ENSG00000179817,MRGPRX4,Q91ZC1,ENSMUSG00000070546,Q96LA9
ENSG00000179817,MRGPRX4,Q3UG61,ENSMUSG00000070547,Q96LA9
ENSG00000179817,MRGPRX4,Q91ZC0,ENSMUSG00000070550,Q96LA9
ENSG00000179817,MRGPRX4,Q91ZB9,ENSMUSG00000070551,Q96LA9
ENSG00000179817,MRGPRX4,Q3UG50,ENSMUSG00000074109,Q96LA9
ENSG00000159723,AGRP,P56473,ENSMUSG00000005705,O00253
ENSG00000167656,LY6D,P35459,ENSMUSG00000034634,Q14210
ENSG00000131389,SLC6A6,O35316,ENSMUSG00000030096,P31641
ENSG00000105290,APLP1,,ENSMUSG00000006651,P51693
ENSG00000169218,RSPO1,,ENSMUSG00000028871,Q2MKA7
ENSG00000164106,SCRG1,O88745,ENSMUSG00000031610,O75711
ENSG00000183160,TMEM119,Q8R138,ENSMUSG00000054675,Q4V9L6
ENSG00000181856,SLC2A4,P14142,ENSMUSG00000018566,P14672
ENSG00000168135,KCNJ4,,ENSMUSG00000044216,P48050
ENSG00000187492,CDHR4,,ENSMUSG00000032595,A6H8M9
ENSG00000176358,TAC4,Q99N14,ENSMUSG00000020872,Q86UU9
ENSG00000099834,CDHR5,Q8VHF2,ENSMUSG00000025497,Q9HBB8
ENSG00000145248,SLC10A4,Q3UEZ8,ENSMUSG00000029219,Q96EP9
ENSG00000145248,SLC10A4,,ENSMUSG00000060204,Q96EP9
ENSG00000187699,C2orf88,Q9CPS8,ENSMUSG00000043629,Q9BSF0
ENSG00000116288,PARK7,Q99LX0,ENSMUSG00000028964,Q99497
ENSG00000112378,PERP,Q9JK95,ENSMUSG00000019851,Q96FX8
ENSG00000157150,TIMP4,Q9JHB3,ENSMUSG00000030317,Q99727
ENSG00000163217,BMP10,Q9R229,ENSMUSG00000030046,O95393
ENSG00000204965,PCDHA5,,ENSMUSG00000103092,Q9Y5H7
ENSG00000240008,LY6G6F,,,Q5SQ64
ENSG00000243804,LY6G6F,,,Q5SQ64
ENSG00000240957,LY6G6F,,,Q5SQ64
ENSG00000204424,LY6G6F,,,Q5SQ64
ENSG00000243003,LY6G6F,,,Q5SQ64
ENSG00000241822,LY6G6F,,,Q5SQ64
ENSG00000239741,LY6G6F,,,Q5SQ64
ENSG00000096395,MLN,,,P12872
ENSG00000184697,CLDN6,Q9Z262,ENSMUSG00000023906,P56747
ENSG00000118523,CTGF,P29268,ENSMUSG00000019997,P29279
ENSG00000011600,TYROBP,O54885,ENSMUSG00000030579,O43914
ENSG00000103064,SLC7A6,Q8BGK6,ENSMUSG00000031904,Q92536
ENSG00000250722,SELENOP,P70274,ENSMUSG00000064373,P49908
ENSG00000185774,KCNIP4,Q6PHZ8,ENSMUSG00000029088,Q6PIL6
ENSG00000107779,BMPR1A,P36895,ENSMUSG00000021796,P36894
ENSG00000145192,AHSG,P29699,ENSMUSG00000022868,P02765
ENSG00000109272,PF4V1,Q9Z126,ENSMUSG00000029373,P10720
ENSG00000007314,SCN4A,,ENSMUSG00000001027,P35499
ENSG00000273111,LYPD4,Q8BVP6,ENSMUSG00000062732,Q6UWN0
ENSG00000277657,KIR2DS3,,,Q14952
ENSG00000278306,KIR2DS3,,,Q14952
ENSG00000277163,KIR2DS3,,,Q14952
ENSG00000125869,LAMP5,Q9D387,ENSMUSG00000027270,Q9UJQ1
ENSG00000120907,ADRA1A,P97718,ENSMUSG00000045875,P35348
