uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_description,tags_reason,pfam
O95425,SVIL_HUMAN,False,True,False,,False,False,,False,False,,,,,
O95428,PPN_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95445,APOM_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95450,ATS2_HUMAN,False,False,True,,False,False,,False,False,,,disintegrin and metalloproteinase,,
O95452,CXB6_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Gap junction,Adhesion_add,
O95460,MATN4_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95466,FMNL1_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
O95467,GNAS3_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95471,CLD7_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Claudins,Adhesion_add,
O95484,CLD9_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Claudins,Adhesion_add,
O95490,AGRL2_HUMAN,True,False,False,,False,True,,False,False,,To_add,Calcium-independent receptor of low affinity for alpha-latrotoxin (uniprot),,
O95497,VNN1_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95498,VNN2_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95500,CLD14_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Claudins,Adhesion_add,
O95622,ADCY5_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95631,NET1_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95633,FSTL3_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95661,DIRA3_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
O95665,NTR2_HUMAN,True,False,False,,False,True,,False,False,,,,,
O95711,LY86_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95715,CXL14_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,
O95716,RAB3D_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
O95721,SNP29_HUMAN,False,True,False,,False,False,,False,False,,,,,
O95727,CRTAM_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Iglike | Possible_receptor,Extracellular_add,PF08205;PF07686;
O95741,CPNE6_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95750,FGF19_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;
O95754,SEM4F_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Iglike | Possible_receptor,,
O95760,IL33_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15095;
O95782,AP2A1_HUMAN,False,True,False,,False,False,,False,False,,,,,
O95786,DDX58_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95800,GPR75_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;
O95813,CER1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF03045;
O95832,CLD1_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Claudins,Adhesion_add,
O95838,GLP2R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;
O95841,ANGL1_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95858,TSN15_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95859,TSN12_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95866,G6B_HUMAN,True,False,False,,False,True,,False,False,,,,,
O95867,LY66C_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95868,LY66D_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95876,FRITZ_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95886,DLGP3_HUMAN,False,True,False,,False,False,,False,False,,,,,
O95897,NOE2_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95907,MOT3_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95918,OR2H2_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
O95925,EPPI_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95944,NCTR2_HUMAN,True,False,False,,False,True,,False,False,,,,,
O95965,ITGBL_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95967,FBLN4_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95968,SG1D1_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95969,SG1D2_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95970,LGI1_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95971,BY55_HUMAN,True,False,False,,False,True,,False,False,,,,,
O95972,BMP15_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;
O95976,IGSF6_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95977,S1PR4_HUMAN,True,False,False,,False,True,,False,False,,,,,
O95980,RECK_HUMAN,True,False,False,,False,False,,False,False,,,,,
O95994,AGR2_HUMAN,False,False,True,,False,False,,False,False,,,,,
O95998,I18BP_HUMAN,False,False,True,,False,False,,False,False,,,,,
O96009,NAPSA_HUMAN,False,False,True,,False,False,,False,False,,,,,
O96014,WNT11_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;
P00450,CERU_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00451,FA8_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00488,F13A_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00505,AATM_HUMAN,True,False,False,,False,False,,False,False,,,,,
P00533,EGFR_HUMAN,True,False,True,,False,True,Estrogen_receptor_add,False,False,,,,,PF00757;PF14843;PF07714;PF01030;
P00709,LALBA_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00734,THRB_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00594;PF00051;PF09396;PF00089;
P00738,HPT_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00739,HPTR_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00740,FA9_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00742,FA10_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00008;PF00594;PF00089;
P00746,CFAD_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00747,PLMN_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00051;PF00024;PF00089;
P00748,FA12_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00749,UROK_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00750,TPA_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00751,CFAB_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00797,RENI_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00813,ADA_HUMAN,False,True,False,,False,False,,False,False,,,,,
P00918,CAH2_HUMAN,True,False,False,,False,False,,False,False,,,,,
P00973,OAS1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P00995,ISK1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01008,ANT3_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01009,A1AT_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01011,AACT_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01019,ANGT_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00079;
P01023,A2MG_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01024,CO3_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00207;PF07703;PF07677;PF01821;PF17790;PF01835;PF17791;PF17789;PF01759;PF07678;
P01031,CO5_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00207;PF07703;PF07677;PF01821;PF17790;PF01835;PF17791;PF17789;PF01759;PF07678;
P01033,TIMP1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00965;
P01034,CYTC_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01036,CYTS_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01037,CYTN_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01042,KNG1_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00031;
P01111,RASN_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
P01112,RASH_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
P01116,RASK_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
P01127,PDGFB_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00341;PF04692;
P01130,LDLR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF07645;PF00057;PF00058;
P01133,EGF_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,To_add | To_comment,Uniprot: EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture. ,secreted_add | secreted_high| extracellular _add,PF00008;PF07645;PF00058;
P01135,TGFA_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,
P01137,TGFB1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00019;PF00688;
P01138,NGF_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00243;
P01148,GON1_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00446;
P01160,ANF_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00212;
P01178,NEU1_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00220;PF00184;
P01185,NEU2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00220;PF00184;
P01189,COLI_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00976;PF08384;PF08035;
P01210,PENK_HUMAN,False,False,True,,False,False,,False,False,,,,,PF01160;
P01213,PDYN_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01215,GLHA_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00236;
P01222,TSHB_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00007;
P01225,FSHB_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00007;
P01229,LSHB_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00007;
P01236,PRL_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00103;
P01241,SOMA_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00103;
P01242,SOM2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00103;
P01258,CALC_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00214;
P01266,THYG_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00135;PF07699;PF00086;
P01270,PTHY_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF01279;
P01275,GLUC_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00123;
P01282,VIP_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00123;
P01286,SLIB_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00123;
P01298,PAHO_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00159;
P01303,NPY_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01308,INS_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00049;
P01344,IGF2_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF08365;PF00049;
P01350,GAST_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00918;
P01374,TNFB_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00229;
P01375,TNFA_HUMAN,True,False,True,Cytokine,True,False,,False,False,,,,,PF00229;
P01562,IFNA1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01563,IFNA2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01566,IFN10_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01567,IFNA7_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01568,IFN21_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01569,IFNA5_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01570,IFN14_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01571,IFN17_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01574,IFNB_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P01579,IFNG_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00714;
P01583,IL1A_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;PF02394;
P01584,IL1B_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;PF02394;
P01588,EPO_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00758;
P01589,IL2RA_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,Cytokine_receptor_add (uniprot),,PF00084;
P01591,IGJ_HUMAN,False,False,True,,False,False,,False,False,,,,,
P01593,KVD33_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01594,KV133_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01597,KV139_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01599,KV117_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01601,KVD16_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01602,KV105_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01611,KVD12_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01614,KVD40_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01615,KVD28_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01619,KV320_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01624,KV315_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01699,LV144_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01700,LV147_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01701,LV151_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01703,LV140_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01704,LV214_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01705,LV223_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01706,LV211_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01709,LV208_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01714,LV319_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01715,LV301_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01717,LV325_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01718,LV327_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01721,LV657_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01730,CD4_HUMAN,True,False,False,,False,True,,False,False,,,,,
P01732,CD8A_HUMAN,True,False,True,,False,True,,False,False,,To_comment,,Receptor_add,PF07686;
P01742,HV169_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01743,HV146_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01762,HV311_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01763,HV348_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01764,HV323_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01766,HV313_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01767,HV353_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01768,HV330_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01772,HV333_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01780,HV307_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01782,HV309_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01814,HV270_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01817,HV205_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01824,HV439_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01825,HV459_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01833,PIGR_HUMAN,True,False,True,,False,True,,False,False,,To_comment,,Receptor_add,
P01850,TRBC1_HUMAN,True,False,False,,False,True,,False,False,,To_remove,no ensembl,,
P01857,IGHG1_HUMAN,False,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01859,IGHG2_HUMAN,False,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01860,IGHG3_HUMAN,False,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01861,IGHG4_HUMAN,False,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01871,IGHM_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01880,IGHD_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P01889,1B07_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,Iglike,,
P01891,1A68_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,Iglike,,
P01892,1A02_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,Iglike,,
P01893,HLAH_HUMAN,True,False,False,,False,False,,False,False,,To_remove,no ensembl,,
P01903,DRA_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P01906,DQA2_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P01909,DQA1_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P01911,2B1F_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P01912,2B13_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P01920,DQB1_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P02452,CO1A1_HUMAN,False,False,True,,False,False,,False,False,,,collagen,,PF01410;PF01391;PF00093;
P02458,CO2A1_HUMAN,False,False,True,,False,False,,False,False,,,collagen,,PF01410;PF01391;PF00093;
P02461,CO3A1_HUMAN,False,False,True,,False,False,,False,False,,,collagen,,PF01410;PF01391;PF00093;
P02462,CO4A1_HUMAN,False,False,True,,False,False,,False,False,,,collagen,,PF01413;PF01391;
P02647,APOA1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02649,APOE_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02652,APOA2_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02654,APOC1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02655,APOC2_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02656,APOC3_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02671,FIBA_HUMAN,False,False,True,,False,False,,False,False,,,,,PF08702;PF12160;PF00147;
P02675,FIBB_HUMAN,False,False,True,,False,False,,False,False,,,,,PF08702;PF00147;
P02679,FIBG_HUMAN,False,False,True,,False,False,,False,False,,,,,PF08702;PF00147;
P02686,MBP_HUMAN,False,True,False,,False,False,,False,False,,,,,
P02708,ACHA_HUMAN,True,False,False,,False,True,,False,False,,,,,
P02724,GLPA_HUMAN,True,False,False,,False,True,,False,False,,,,,
P02730,B3AT_HUMAN,True,False,False,,False,False,,False,False,,,,,
P02741,CRP_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02743,SAMP_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02745,C1QA_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02746,C1QB_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02747,C1QC_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02748,CO9_HUMAN,True,False,True,,False,False,,False,False,,,,,
P02749,APOH_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02750,A2GL_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02751,FINC_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00039;PF00040;PF00041;
P02753,RET4_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02760,AMBP_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02763,A1AG1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02765,FETUA_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02766,TTHY_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00576;
P02768,ALBU_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00273;
P02771,FETA_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02774,VTDB_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02775,CXCL7_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00048;
P02776,PLF4_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;
P02778,CXL10_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;
P02786,TFR1_HUMAN,True,False,True,,False,True,,False,False,,,,,PF02225;PF04389;PF04253;
P02787,TRFE_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02788,TRFL_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02790,HEMO_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02808,STAT_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02810,PRPC_HUMAN,False,False,True,,False,False,,False,True,salivary,,salivary,,
P02812,PRB2_HUMAN,False,False,True,,False,False,,False,True,salivary,,salivary,,
P02814,SMR3B_HUMAN,False,False,True,,False,False,,False,False,,,,,
P02818,OSTCN_HUMAN,False,False,True,,False,False,,False,False,,,,,
P03950,ANGI_HUMAN,False,False,True,,False,False,,False,False,,,,,
P03951,FA11_HUMAN,False,False,True,,False,False,,False,False,,,,,
P03952,KLKB1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P03956,MMP1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P03971,MIS_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF04709;PF00019;
P03973,SLPI_HUMAN,False,False,True,,False,False,,False,False,,,,,
P03986,TRGC2_HUMAN,True,False,False,,False,True,,False,False,,To_remove,no ensembl,,
P03989,1B27_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,Iglike,,
P04001,OPSG_HUMAN,True,False,False,,False,False,,False,True,Photorecetor,,Photorecetor,,
P04003,C4BPA_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04004,VTNC_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00045;PF01033;
P04049,RAF1_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
P04054,PA21B_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04070,PROC_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04083,ANXA1_HUMAN,False,True,True,,False,False,,False,False,,,,,PF00191;
P04085,PDGFA_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00341;PF04692;
P04090,REL2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00049;
P04114,APOB_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04118,COL_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04141,CSF2_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF01109;
P04155,TFF1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00088;
P04156,PRIO_HUMAN,True,False,False,,False,False,,False,False,,,,,
P04180,LCAT_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04196,HRG_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04201,MAS_HUMAN,True,False,False,,False,True,,False,False,,,,,
P04211,LV743_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P04216,THY1_HUMAN,True,False,False,,False,False,,False,False,,,,,PF00047;
P04217,A1BG_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04222,1C03_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,Iglike,,
P04229,2B11_HUMAN,True,False,False,,False,True,,False,True,HLA,,HLA,,
P04233,HG2A_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_comment,Chemokine_receptor_add,Receptor_add,PF09307;PF08831;PF00086;
P04234,CD3D_HUMAN,True,False,False,,False,True,,False,False,,To_add,Part of the TCR-CD3 complex (uniprot),,
P04264,K2C1_HUMAN,True,False,False,,False,False,,False,False,,,,,
P04275,VWF_HUMAN,False,False,True,,False,False,,False,False,,,,,PF08742;PF01826;PF00092;PF16164;PF00093;PF00094;
P04278,SHBG_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04279,SEMG1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04280,PRP1_HUMAN,False,False,True,,False,False,,False,True,salivary,,salivary,,
P04430,KV116_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P04432,KVD39_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P04433,KV311_HUMAN,True,False,True,,False,False,,False,True,Ig chain,,Ig chain,,
P04435,TVB2_HUMAN,True,False,False,,False,True,T cell receptor add,False,False,,To_remove,no ensembl,,
P04439,1A03_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,Iglike,,
P04440,DPB1_HUMAN,True,False,False,,False,False,,False,True,HLA,,HLA,,
P04626,ERBB2_HUMAN,True,False,False,,False,True,https://www.ncbi.nlm.nih.gov/pubmed/22505611,False,False,,,,,
P04628,WNT1_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;
P04629,NTRK1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF13855;PF07714;PF16920;PF18613;
P04632,CPNS1_HUMAN,True,False,False,,False,False,,False,False,,,,,
P04745,AMY1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04746,AMYP_HUMAN,False,False,True,,False,False,,False,False,,,,,
P04808,REL1_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00049;
P04839,CY24B_HUMAN,True,False,False,,False,False,,False,False,,,,,
P04899,GNAI2_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
P04921,GLPC_HUMAN,True,False,False,,False,False,,False,False,,,,,
P05000,IFNW1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P05013,IFNA6_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P05014,IFNA4_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P05015,IFN16_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
P05019,IGF1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00049;
P05023,AT1A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
P05026,AT1B1_HUMAN,True,False,False,,False,False,,False,False,,To_comment,,Adhesion_add,
P05060,SCG1_HUMAN,False,False,True,,False,False,,False,False,,,,,
P05067,A4_HUMAN,True,False,False,,False,False,,False,False,,To_add,ligandIUPHAR,,PF10515;PF12924;PF12925;PF02177;PF03494;PF00014;
P05090,APOD_HUMAN,False,False,True,,False,False,,False,False,,,,,
P05106,ITB3_HUMAN,True,False,False,,False,True,,False,False,,,Migration,,PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;
P05107,ITB2_HUMAN,True,False,False,,False,True,,False,False,,To_add,Integrin (uniprot),,PF08725;PF07965;PF00362;PF17205;
P05109,S10A8_HUMAN,True,True,True,,False,False,,False,False,,,,,
P05111,INHA_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF00019;
